ID;OBJETO_OBRA;CANTIDAD_OBJETOS;MATERIAL;DENOMINACION_SIMBOLIZA;AUTORES;UBICACION;OBSERVACIONES;DIRECCION_NORMALIZADA;CALLE;ALTURA;BARRIO;COMUNA;CODIGA_POSTAL;CODIGO_POSTAL_ARGENTINO;LATITUD;LONGITUD
1116;TEMPLETE;1;MAMPOSTERIA Y MAYOLICA;HJE.A LA VIRGEN DE LUJAN;PROFETA, CAYETANO;PLAZA ITALIA;PLAZA ITALIA;SARMIENTO AV. 4000;SARMIENTO AV.;4000;PALERMO;COMUNA 14;1425;C1425FHN;-34.569543546126276;-58.41126449346898
1117;COLUMNA;1;MARMOL;COLUMNA ROMANA;;PLAZA ITALIA;PLAZA ITALIA;SARMIENTO AV. 4000;SARMIENTO AV.;4000;PALERMO;COMUNA 14;1425;C1425FHN;-34.569543546126276;-58.41126449346898
1118;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A GARIBALDI;;PLAZA ITALIA;PLAZA ITALIA;SARMIENTO AV. 4000;SARMIENTO AV.;4000;PALERMO;COMUNA 14;1425;C1425FHN;-34.569543546126276;-58.41126449346898
1119;BUSTO;1;BRONCE;DOMINGO FAUSTINO SARMIENTO;PERLOTI, LUIS;JARDIN BOTANICO;JARDIN BOTANICO;SANTA FE AV. 3951;SANTA FE AV.;3951;PALERMO;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
1120;MASTIL;1;HIERRO;HJE. A LA BANDERA;D.G.M;PLAZA JAMAICA;PLAZA JAMAICA;BURELA 1232;BURELA;1232;PARQUE CHAS;COMUNA 15;1427;C1427BJB;-34.58922907635387;-58.482479248761344
1121;MONUMENTO;1;BRONCE Y MAMPOSTERIA;LOS ANDES;PERLOTI, LUIS;PARQUE LOS ANDES;PARQUE LOS ANDES;NEWBERY, JORGE AV. 4100;NEWBERY, JORGE AV.;4100;CHACARITA;COMUNA 15;1427;C1427EGT;-34.58861484431831;-58.45066409316981
1122;MASTIL;1;MAMPOSTERIA;HJE. A LA BANDERA;DIRECCION DE PASEOS Y M.O.A;PLAZA JUAN B TERAN;PLAZA JUAN B TERAN;MELINCUE 5352;MELINCUE;5352;VILLA REAL;COMUNA 10;1408;C1408BFB;-34.61956244583558;-58.5191176485781
1123;BUSTO;1;PIEDRA RECONSTITUIDA;JUAN B. TERAN;FINOCCHIARO, JUAN B.;PLAZA JUAN B TERAN;PLAZA JUAN B TERAN;MELINCUE 5352;MELINCUE;5352;VILLA REAL;COMUNA 10;1408;C1408BFB;-34.61956244583558;-58.5191176485781
1126;MASTIL;1;HIERRO;HJE. A LA BANDERA;D.G.M. Y M.O.A.;PLAZA JUAN DE GARAY;PLAZA JUAN DE GARAY;GARAY, JUAN DE AV. 1501;GARAY, JUAN DE AV.;1501;CONSTITUCION;COMUNA 1;1153;C1153ACA;-34.6270767952581;-58.388349788379465
1127;JARRON;1;CEMENTO PATINADO;MOTIVO DECORATIVO;M.O.A.;PLAZA JUAN DE GARAY;PLAZA JUAN DE GARAY;GARAY, JUAN DE AV. 1501;GARAY, JUAN DE AV.;1501;CONSTITUCION;COMUNA 1;1153;C1153ACA;-34.6270767952581;-58.388349788379465
1129;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL BARRIO DE CONSTITUCION;;PLAZA JUAN DE GARAY;PLAZA JUAN DE GARAY;GARAY, JUAN DE AV. 1501;GARAY, JUAN DE AV.;1501;CONSTITUCION;COMUNA 1;1153;C1153ACA;-34.6270767952581;-58.388349788379465
1130;BUSTO;1;BRONCE Y MARMOL;JOSE ORTEGA Y GASSET;PIRAN, ROSA;AV PTE QUINTANA E/CALLAO Y AYACUCHO;AV PTE QUINTANA E/CALLAO Y AYACUCHO;QUINTANA, MANUEL, PRES. AV. Y CALLAO AV.;QUINTANA, MANUEL, PRES. AV.;;;COMUNA 2;;;-34.58912749896209;-58.388981598601596
1131;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 53;M.O.A. Y D.A.O.M.;PLAZA JUAN JOSE PASO;PLAZA JUAN JOSE PASO;MOLDES 1302;MOLDES;1302;COLEGIALES;COMUNA 13;1426;C1426ALP;-34.56973961007974;-58.45286064918858
1132;MONUMENTO;1;BRONCE Y MARMOL;JUAN JOSE PASO;TASSO, TORCUATO;PLAZA JUAN JOSE PASO;PLAZA JUAN JOSE PASO;MOLDES 1302;MOLDES;1302;COLEGIALES;COMUNA 13;1426;C1426ALP;-34.56973961007974;-58.45286064918858
1133;PLACA;1;BRONCE;HJE.DIA INTERNACIONAL DE LA PAZ;D.G.O.M.;PLAZA JUAN XXIII;PLAZA JUAN XXIII;JUNIN 1849;JUNIN;1849;;COMUNA 2;1113;C1113AAU;-34.58787558520878;-58.392130268802184
1136;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A LOS CAIDOS EL 6 DE SETIEMBRE;E.A.I.M.;PLAZA JUAN XXIII;PLAZA JUAN XXIII;JUNIN 1849;JUNIN;1849;;COMUNA 2;1113;C1113AAU;-34.58787558520878;-58.392130268802184
1137;GRUPO ESCULTORICO;1;MARMOL;SAGUNTO;QUEROL, AGUSTIN;JARDIN BOTANICO;JARDIN BOTANICO;SANTA FE AV. 3951;SANTA FE AV.;3951;PALERMO;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
1139;CUADRO;1;PINTURA AL OLEO;DIA DEL TRABAJO;QUINQUELA MARTIN, B.;HOSPITAL SANTOJANNI;HOSPITAL SANTOJANNI;PILAR 950;PILAR;950;LINIERS;COMUNA 9;1408;C1408INH;-34.64935338226299;-58.51580056467818
1144;MONUMENTO Y FUENTE;1;BRONCE Y MAMPOSTERIA;BALLET NACIONAL;LA CARCOVA Y C.CERRATO;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1145;BUSTO;1;BRONCE;ROBERTO REPETO;BARBERIS, LUIS;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1149;ESTATUA;1;MARMOL;PALAS ATENEA;REPRODUCCION;PARQUE LEZAMA;PARQUE LEZAMA;PASEO COLON AV. 1503;PASEO COLON AV.;1503;BOCA;COMUNA 4;1063;C1063ADC;-34.62520921867097;-58.36797836195892
1154;ESTATUA;1;MARMOL;LA COSECHA;REPRODUCCION;PZTA FRANSISCO DI CARO;PZTA FRANSISCO DI CARO;SAN MARTINN AV. Y CARRIL, SALVADOR MARIA DEL AV.;SAN MARTINN AV.;;;COMUNA 11;;;-34.59431161775515;-58.504099403997884
1157;ESTATUA;1;MARMOL;GLADIADOR BORGHESE;REPRODUCCION;PASEO REPUBLICA DE FILIPINAS;PASEO REPUBLICA DE FILIPINAS;DE LOS INCAS AV. Y FOREST AV.;DE LOS INCAS AV.;;;COMUNA 13;;;-34.575102960508374;-58.463188213544335
1158;ESTATUA;1;PIEDRA;VENUS;REPRODUCCION;JARDIN BOTANICO;JARDIN BOTANICO;SANTA FE AV. 3951;SANTA FE AV.;3951;PALERMO;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
1159;ESTATUA;1;PIEDRA;PLINIO;REPRODUCCION;JARDIN BOTANICO;JARDIN BOTANICO;SANTA FE AV. 3951;SANTA FE AV.;3951;PALERMO;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
1160;ESTATUA;1;MARMOL;AMAZONA;REPRODUCCION;JARDIN BOTANICO;JARDIN BOTANICO;SANTA FE AV. 3951;SANTA FE AV.;3951;PALERMO;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
1161;ESTATUA;1;MARMOL;VENUS DE COLCA;REPRODUCCION;JARDIN BOTANICO;JARDIN BOTANICO;SANTA FE AV. 3951;SANTA FE AV.;3951;PALERMO;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
1165;ESTATUA;1;MARMOL;BA?ISTA;REPRODUCCION;JARDIN BOTANICO;JARDIN BOTANICO;SANTA FE AV. 3951;SANTA FE AV.;3951;PALERMO;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
1168;BASE;1;MAMPOSTERIA;SUSTENTACION BUSTO 1775;D.G.M;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1169;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 1775;D.G.M;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1170;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A BALLET NACIONAL;D.G.O.M.;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1171;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL ARBOL;D.G.O.M.;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1172;PLACA;1;FIBROCEMENTO;HJE. A HIDALGO Y COSTILLA;DIRECCION DE PASEOS Y M.O.A;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1173;BASE (P/CUAD. SOLAR;1;MARMOL;MOTIVO DECORATIVO;E.A.I.M.;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1175;ESTATUA;1;MARMOL;LA PRIMAVERA;REPRODUCCION;PARQUE LEZAMA;PARQUE LEZAMA;PASEO COLON AV. 1503;PASEO COLON AV.;1503;BOCA;COMUNA 4;1063;C1063ADC;-34.62520921867097;-58.36797836195892
1176;ESTATUA;1;MARMOL;MUJER GRIEGA;REPRODUCCION;PARQUE LEZAMA;PARQUE LEZAMA;PASEO COLON AV. 1503;PASEO COLON AV.;1503;BOCA;COMUNA 4;1063;C1063ADC;-34.62520921867097;-58.36797836195892
1178;FIGURA;1;MARMOL;LEON;REPRODUCCION;PZTA CAMPAÑA DEL CHACO;PZTA CAMPA?A DEL CHACO;CALABRIA AV. Y RAWSON DE DELLEPIANE, ELVIRA AV.;CALABRIA AV.;;PUERTO MADERO;COMUNA 1;;;-34.61924936713924;-58.357711582545946
1179;FIGURA;1;MARMOL;LEONA;REPRODUCCION;PZTA CAMPAÑA DEL CHACO;PZTA CAMPA?A DEL CHACO;CALABRIA AV. Y RAWSON DE DELLEPIANE, ELVIRA AV.;CALABRIA AV.;;PUERTO MADERO;COMUNA 1;;;-34.61924936713924;-58.357711582545946
1180;ESTATUA;1;GRANITO;CHOLITA;REYES, FRANCISCO;AV BOEDO 853;AV BOEDO 853;BOEDO AV. 853;BOEDO AV.;853;BOEDO;COMUNA 5;1218;C1218AAE;-34.62324764317158;-58.416376205322415
1182;BUSTO;1;MARMOL;DR. CARLOS A. PUEYRREDON;REYES, FRANCISCO;PALACIO MUNICIPAL;PALACIO MUNICIPAL;BOLIVAR 1;BOLIVAR;1;MONSERRAT;COMUNA 1;1066;C1066AAA;-34.60820167772438;-58.373573345960764
1185;MONUMENTO;1;BRONCE;FLORENCIO PARRAVICINI;FIORAVANTI, JOSE;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1186;BUSTO;1;BRONCE;JULIAN AGUIRRE;RIGANELLI, AGUSTIN;JARDIN DE LOS POETAS;JARDIN DE LOS POETAS;ISABEL, INFANTA AV. 900;ISABEL, INFANTA AV.;900;;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
1188;BUSTO;1;BRONCE;DR. ROMULO S. NAON;IBARRA GARCIA, ANGEL;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1189;MONUMENTO;1;CEMENTO BLANCO;SOLDADO PATRICIO;ROBERTI, JUAN;PARQUE DE LOS PATRICIOS;PARQUE DE LOS PATRICIOS;CASEROS AV. Y MONTEAGUDO;CASEROS AV.;;PARQUE PATRICIOS;COMUNA 4;;;-34.63711738161982;-58.40561079435866
1190;PLACA;1;CEMENTO PATINADO;NOMENCLATURA OBRA 1287;M.O.A.;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1192;BUSTO Y BASE;1;BRONCE Y MAMPOSTERIA;JOSE J. PODESTA;PERLOTI, LUIS;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1197;BUSTO Y BASE;1;PIEDRA;MIGUEL HERNANDEZ;RODRIGUEZ, MANUEL;JARDIN DE LOS POETAS;JARDIN DE LOS POETAS;ISABEL, INFANTA AV. 900;ISABEL, INFANTA AV.;900;;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
1199;ESTATUA;1;MARMOL;DESPEÑAR INTIMO;ROSSELLI, VICENTE;PALACIO MUNICIPAL;PALACIO MUNICIPAL;BOLIVAR 1;BOLIVAR;1;MONSERRAT;COMUNA 1;1066;C1066AAA;-34.60820167772438;-58.373573345960764
1202;BUSTO;1;BRONCE;GUILLERMO RAWSON;ROSSI, A. F;HOSPITAL MUNICIPAL RAWSON;HOSPITAL MUNICIPAL RAWSON;ALCORTA, AMANCIO AV. 1502;ALCORTA, AMANCIO AV.;1502;BARRACAS;COMUNA 4;1283;C1283AAO;-34.63464908546135;-58.38466646227171
1203;PLACA;1;BRONCE;HJE. ANIVERSARIO POLICLINICO;ROSSI, G.;HOSPITAL MUNICIPAL ALVAREZ;HOSPITAL MUNICIPAL ALVAREZ;ARANGUREN, JUAN F., DR. 2701;ARANGUREN, JUAN F., DR.;2701;FLORES;COMUNA 7;1406;C1406FWY;-34.62429216172819;-58.46942184083274
1204;BUSTO;1;MARMOL;LUIS MARIA CANTILO;ROVATTI, LUIS CARLOS;PALACIO MUNICIPAL;PALACIO MUNICIPAL;BOLIVAR 1;BOLIVAR;1;MONSERRAT;COMUNA 1;1066;C1066AAA;-34.60820167772438;-58.373573345960764
1206;ESTATUA;1;BRONCE;VICTORIA ALADA;RUBINO, EDUARDO;PARQUE DEL CENTENARIO;PARQUE DEL CENTENARIO;GALLARDO, ANGEL AV. Y RIO DE JANEIRO;GALLARDO, ANGEL AV.;;;COMUNA 15;;;-34.60266946756511;-58.43333704541429
1209;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZA;;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1212;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL EMPERADOR ULPIO TRAJANO;;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1213;ESTATUA;1;MARMOL;GLADIADOR HERIDO;SANTIANO, CESAR;PARQUE ESPAÑA;PARQUE ESPAÑA;BAIGORRI Y CASEROS AV.;BAIGORRI;;BARRACAS;COMUNA 4;;;-34.633349652005904;-58.387273726884345
1214;MONUMENTO;1;GRANITO Y BRONCE;HJE. A JUAN B. JUSTO;SARACENO M.-SOTO AVENDA?;CERVIÑO Y BULLRICH;CERVIÑO Y BULLRICH;CERVIÑO AV. Y BULLRICH, INT. AV.;CERVIÑO AV.;;PALERMO;COMUNA 14;;;-34.574553731136525;-58.424991417371245
1217;FIGURA;1;BRONCE;YAGUARETE;SARNIGUET, EMILIO J. A.;PARQUE CHACABUCO;PARQUE CHACABUCO;PERON, EVA AV. 1410;PERON, EVA AV.;1410;PARQUE CHACABUCO;COMUNA 7;1406;C1406HMP;-34.632902763217736;-58.44476251965362
1218;ESTATUA;1;BRONCE;EN MARCHA;SASSONE, ANTONIO;PZTA MIGUEL ABUELO;PZTA MIGUEL ABUELO;CABILDO AV. Y SANTA FE AV.;CABILDO AV.;;PALERMO;COMUNA 14;;;-34.57499709038463;-58.43544785318096
1223;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL DR. ROMULO S. NAON;;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1224;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL CAPITAN ABDON CALDERON;;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1226;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. REVOLUCION DE 1890;;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1227;BUSTO;1;BRONCE;OLEGARIO VICTOR ANDRADE;SEMPERE, CLAUDIO;JARDIN DE LOS POETAS;JARDIN DE LOS POETAS;ISABEL, INFANTA AV. 900;ISABEL, INFANTA AV.;900;;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
1228;FUENTE;1;MAMPOSTERIA;MOTIVO DECORATIVO;SENESE-CAMPBELL;SUIPACHA 120;SUIPACHA 120;SUIPACHA 120;SUIPACHA;120;SAN NICOLAS;COMUNA 1;1008;C1008AAD;-34.60691909609345;-58.37932805500401
1232;BUSTO;1;MARMOL;PEDRO BOLLINI;SFORZA, CESAR;PALACIO MUNICIPAL;PALACIO MUNICIPAL;BOLIVAR 1;BOLIVAR;1;MONSERRAT;COMUNA 1;1066;C1066AAA;-34.60820167772438;-58.373573345960764
1233;BUSTO;1;MARMOL;JUAN B. BARNETCHE;SFORZA, CESAR;PALACIO MUNICIPAL;PALACIO MUNICIPAL;BOLIVAR 1;BOLIVAR;1;MONSERRAT;COMUNA 1;1066;C1066AAA;-34.60820167772438;-58.373573345960764
1243;JARRON;4;HIERRO FUNDIDO;MOTIVO DECORATIVO;;PLAZA LAVALLE;PLAZA LAVALLE;CORRIENTES AV. 1145;CORRIENTES AV.;1145;SAN NICOLAS;COMUNA 1;1043;C1043AAL;-34.603694227045764;-58.38292044962602
1245;MONUMENTO;1;BRONCE Y GRANITO;LUIS VIALE;TABACHI, EDUARDO;PARQUE BALNEARIO SUR;PARQUE BALNEARIO SUR;PAZ, GRAL. AV. 16802;PAZ, GRAL. AV.;16802;;COMUNA 8;1439;C1439HNO;-34.69801445074425;-58.46981073107586
1246;MONUMENTO;1;PIEDRA E HIERRO;CRUCEIRO;TALLERES DE LA CORU?A;PARQUE LEZAMA;PARQUE LEZAMA;PASEO COLON AV. 1503;PASEO COLON AV.;1503;BOCA;COMUNA 4;1063;C1063ADC;-34.62520921867097;-58.36797836195892
1249;BUSTO;1;BRONCE;CNEL. JUAN AMADEO BALDRICH;TASSO, TORCUATO;PARQUE DEL CENTENARIO;PARQUE DEL CENTENARIO;GALLARDO, ANGEL AV. Y RIO DE JANEIRO;GALLARDO, ANGEL AV.;;;COMUNA 15;;;-34.60266946756511;-58.43333704541429
1256;BUSTO;1;BRONCE;PROFESOR ANTONIO RIZZUTO;CHIERICO, SANTIAGO;PLAZA LIBERTAD;PLAZA LIBERTAD;LIBERTAD 909;LIBERTAD;909;RETIRO;COMUNA 1;1012;C1012AAS;-34.597981167402324;-58.38410710734283
1262;BUSTO;1;CEMENTO PATINADO;PROFESOR ANTONIO RIZZUTO;RAMIREZ, GABRIEL-MOA;PLAZA LIBERTAD;PLAZA LIBERTAD;LIBERTAD 909;LIBERTAD;909;RETIRO;COMUNA 1;1012;C1012AAS;-34.597981167402324;-58.38410710734283
1266;MONUMENTO;1;CEMENTO PATINADO;MADRE TERESA DE CALCUTA;TOTO, CARLOS MARIA;HOSPITAL MUNICIPAL MUÑIZ;HOSPITAL MUNICIPAL MUÑIZ;USPALLATA 2272;USPALLATA;2272;PARQUE PATRICIOS;COMUNA 4;1282;C1282AEN;-34.63721751149928;-58.39299956938621
1267;MONUMENTO;1;CEMENTO PATINADO;MADRE TERESA DE CALCUTA;TOTO, CARLOS MARIA;PARQUE LEZAMA;PARQUE LEZAMA;PASEO COLON AV. 1503;PASEO COLON AV.;1503;BOCA;COMUNA 4;1063;C1063ADC;-34.62520921867097;-58.36797836195892
1268;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.AL DR.ADOLFO ALSINA;;PLAZA LIBERTAD;PLAZA LIBERTAD;LIBERTAD 909;LIBERTAD;909;RETIRO;COMUNA 1;1012;C1012AAS;-34.597981167402324;-58.38410710734283
1269;BUSTO;1;MARMOL RECONSTITUIDO;DR. ANTONIO F. OZANAM;TOTO, CARLOS MARIA;PARQUE CHACABUCO;PARQUE CHACABUCO;PERON, EVA AV. 1410;PERON, EVA AV.;1410;PARQUE CHACABUCO;COMUNA 7;1406;C1406HMP;-34.632902763217736;-58.44476251965362
1270;MONUMENTO;1;BRONCE Y GRANITO;JOSE MANUEL ESTRADA;ROCHA, HECTOR;PLAZA LOREA;PLAZA LOREA;DE MAYO AV. Y SAENZ PEÑA, LUIS, PRES.;DE MAYO AV.;;MONSERRAT;COMUNA 1;;;-34.60945102043812;-58.38729381591627
1271;PIEDRA FUNDAMENTAL;1;GRANITO;PRO MONUMENTO A ESTRADA;;PLAZA LOREA;PLAZA LOREA;DE MAYO AV. Y SAENZ PEÑA, LUIS, PRES.;DE MAYO AV.;;MONSERRAT;COMUNA 1;;;-34.60945102043812;-58.38729381591627
1272;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A JOSE MANUEL ESTRADA;;PLAZA LOREA;PLAZA LOREA;DE MAYO AV. Y SAENZ PEÑA, LUIS, PRES.;DE MAYO AV.;;MONSERRAT;COMUNA 1;;;-34.60945102043812;-58.38729381591627
1273;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A DON MANUEL ESTRADA;;PLAZA LOREA;PLAZA LOREA;DE MAYO AV. Y SAENZ PEÑA, LUIS, PRES.;DE MAYO AV.;;MONSERRAT;COMUNA 1;;;-34.60945102043812;-58.38729381591627
1274;MONUMENTO;1;CEMENTO PATINADO;DN. SANTIAGO DE LINIERS Y BREMOND;TOTO, CARLOS MARIA;PZTA SAN NICOLAS;PZTA SAN NICOLAS;CORRIENTES AV. Y RECONQUISTA;CORRIENTES AV.;;SAN NICOLAS;COMUNA 1;;;-34.60314262059019;-58.37246811324592
1275;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.AL PERIODISMO;;PLAZA LOREA;PLAZA LOREA;DE MAYO AV. Y SAENZ PEÑA, LUIS, PRES.;DE MAYO AV.;;MONSERRAT;COMUNA 1;;;-34.60945102043812;-58.38729381591627
1276;BUSTO;1;MARMOL;ALBERTO CASARES;TRINCHERO, LUIS;PALACIO MUNICIPAL;PALACIO MUNICIPAL;BOLIVAR 1;BOLIVAR;1;MONSERRAT;COMUNA 1;1066;C1066AAA;-34.60820167772438;-58.373573345960764
1279;MONUMENTO;1;MARMOL;PAUL GROUSSAC;TROIANI, TROIANO;JARDIN DE LOS POETAS;JARDIN DE LOS POETAS;ISABEL, INFANTA AV. 900;ISABEL, INFANTA AV.;900;;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
1280;BUSTO;1;BRONCE;DR. INCHAUSPE;TROIANI, TROIANO;HOSPITAL MUNICIPAL RAMOS MEJIA;HOSPITAL MUNICIPAL RAMOS MEJIA;URQUIZA, GRAL. 609;URQUIZA, GRAL.;609;BALVANERA;COMUNA 3;1221;C1221ADC;-34.617620510654355;-58.409400324618595
1281;BUSTO;1;BRONCE;ANTONIO ZACCAGNINI;TROIANI, TROIANO;PARQUE AVELLANEDA;PARQUE AVELLANEDA;DIRECTORIO AV. Y LACARRA;DIRECTORIO AV.;;;COMUNA 9;;;-34.6412975520066;-58.47992772490574
1282;BUSTO;1;BRONCE;DANTE ALIGHIERI;TROIANI, TROIANO;JARDIN DE LOS POETAS;JARDIN DE LOS POETAS;ISABEL, INFANTA AV. 900;ISABEL, INFANTA AV.;900;;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
1284;PLACA;1;MARMOL;HJE. A MANUEL MUJICA LAINEZ;;PLAZA MANUEL MUJICA LAINEZ;PLAZA MANUEL MUJICA LAINEZ;LOPEZ, VICENTE Y JUNIN;LOPEZ, VICENTE;;RECOLETA;COMUNA 2;;;-34.58921468471194;-58.39299595757768
1285;MASTIL;1;HIERRO Y MAMPOSTERIA;HOMENAJE A LA BANDERA;D.A.O.M.;PLAZA MARCOS SASTRE;PLAZA MARCOS SASTRE;MONROE 4600;MONROE;4600;VILLA URQUIZA;COMUNA 12;1431;C1431CAB;-34.57113565842538;-58.48076676686941
1286;TEMPLETE;1;MAMPOSTERIA;VIRGEN DE LUJAN;LURASCHI, ERNESTO;PLAZA MARCOS SASTRE;PLAZA MARCOS SASTRE;MONROE 4600;MONROE;4600;VILLA URQUIZA;COMUNA 12;1431;C1431CAB;-34.57113565842538;-58.48076676686941
1294;BUSTO;1;BRONCE;GRL. SAN MARTINN;VERGOTTINI, JULIO CESAR;AV MONTES DE OCA 802;AV MONTES DE OCA 802;MONTES DE OCA, MANUEL AV. 802;MONTES DE OCA, MANUEL AV.;802;BARRACAS;COMUNA 4;1270;C1270AAV;-34.637919698636594;-58.37461816163098
1295;MASTIL;1;BRONCE Y MARMOL;IZANDO LA BANDERA;VERGOTTINI, JULIO CESAR;AV MONTES DE OCA 802;AV MONTES DE OCA 802;MONTES DE OCA, MANUEL AV. 802;MONTES DE OCA, MANUEL AV.;802;BARRACAS;COMUNA 4;1270;C1270AAV;-34.637919698636594;-58.37461816163098
1296;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A LA CONSTITUCION NACIONAL;;PLAZA MARIANO MORENO;PLAZA MARIANO MORENO;DE MAYO AV. 1500;DE MAYO AV.;1500;MONSERRAT;COMUNA 1;1085;C1085ABR;-34.609491431603836;-58.38673112880035
1297;FIGURA;1;BRONCE;ALAS DE LA PATRIA;VILADRICH, WILFREDO;AV ANTARTIDA ARG Y LOS INMIGRANTES;AV ANTARTIDA ARG Y LOS INMIGRANTES;ANTARTIDA ARGENTINA AV. Y DE LOS INMIGRANTES AV.;ANTARTIDA ARGENTINA AV.;;;COMUNA 1;;;-34.58737617780687;-58.37184582398069
